,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16079,12990587,"6BR, 4 Full Bath Duplex with Washer & Dryer",70058270,Lucy,Brooklyn,Crown Heights,40.666290000000004,-73.93073000000001,Entire home/apt,575,3,33,2019-06-25,1.12,4,259
16082,12999167,Charming & Sunny Studio in the Heart of NYC,19726948,Willow,Manhattan,Lower East Side,40.721509999999995,-73.98814,Entire home/apt,158,2,145,2019-06-24,4.81,1,193
16086,13000257,"Charming, bright Williamsburg apt",71665510,Aurora,Brooklyn,Williamsburg,40.71685,-73.9615,Entire home/apt,200,2,4,2019-05-07,0.15,1,318
16090,13001082,Share space in E Harlem,4112409,Rick,Manhattan,East Harlem,40.79193,-73.9439,Shared room,45,1,52,2019-06-19,1.41,1,347
16093,13004961,GROUP/ FAMILY LOFT SUITE,4852748,Michelle,Manhattan,Harlem,40.80577,-73.94615999999999,Entire home/apt,220,4,1,2018-06-23,0.08,6,364
16094,13004967,King suite with jacuzzi,4852748,Michelle,Manhattan,Harlem,40.80527,-73.94579,Private room,220,2,3,2018-10-03,0.09,6,365
16121,13023771,Prospect gardens,71853402,Lorraine,Brooklyn,Prospect-Lefferts Gardens,40.65719,-73.95245,Private room,100,1,14,2019-04-30,0.37,2,304
16134,13033376,Private Parkside Room,21340955,Shean,Brooklyn,Flatbush,40.65272,-73.96127,Private room,65,3,28,2019-05-31,1.09,3,298
16135,13037692,Midtown 2 full bedrooms,66326553,Pierre,Manhattan,Hell's Kitchen,40.761109999999995,-73.99248,Entire home/apt,350,6,97,2019-06-14,2.55,2,236
16144,13042637,Stunning 2BR Apartment in Sunnyside,9427289,Steve,Queens,Sunnyside,40.74691,-73.91763,Entire home/apt,170,2,149,2019-07-01,4.21,2,229
16145,13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69617,-73.85204,Private room,45,1,235,2019-06-30,6.15,4,278
16156,13045196,Private room & bathroom available,24165646,Sacha,Brooklyn,Bushwick,40.687540000000006,-73.91265,Private room,65,3,33,2018-09-30,0.86,1,189
16169,13058423,Charming 1 br - most perfect block!,26535250,Sheila,Brooklyn,Windsor Terrace,40.658409999999996,-73.97753,Entire home/apt,50,1,74,2019-06-01,2.03,3,236
16171,13058729,Sunlit Bedroom in Crown Heights.,72318418,Francisca,Brooklyn,Brownsville,40.66783,-73.92192,Private room,69,2,104,2019-06-21,2.72,3,362
16178,13062471,The Silver Room,33346283,Jonathan,Manhattan,Harlem,40.83141,-73.94722,Private room,55,5,31,2019-06-26,0.88,3,326
16180,13063023,Cozy room in Astoria,1924750,Jasmina,Queens,Astoria,40.76437,-73.91304000000001,Private room,36,2,37,2019-06-24,1.03,2,228
16189,13065347,COOL Brooklyn Room,48764969,Alina,Brooklyn,Cypress Hills,40.68122,-73.90399000000001,Private room,42,6,12,2019-05-19,0.96,2,207
16194,13067176,Prime Location Sun Filled West Village Townhome,72420514,Cate,Manhattan,West Village,40.73745,-74.00725,Entire home/apt,186,1,197,2019-07-07,5.24,3,209
16198,13073701,Lovely Charming and quiet 2 bed apartment,35660592,Luis,Queens,Corona,40.75058,-73.8535,Entire home/apt,119,2,37,2019-07-02,1.01,6,336
16207,13077370,Modern Private Studio -20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73874,-73.87595,Entire home/apt,89,1,146,2019-06-25,3.85,6,252
16216,13082571,Garden Overlook,72318418,Francisca,Brooklyn,Crown Heights,40.67002,-73.92054,Private room,69,2,132,2019-06-24,3.46,3,365
16218,13082600,Cozy 1 bedroom apartment in the heart of Manhattan,4980733,Simona,Manhattan,Midtown,40.75584,-73.96979,Entire home/apt,300,1,38,2019-06-27,1.01,1,361
16226,13084019,Park Avenue Penthouse With Terrace,72596571,Trish,Manhattan,Midtown,40.750820000000004,-73.98526,Entire home/apt,400,7,103,2019-06-17,2.7,1,344
16232,13092405,Midtown Apartment,72684665,David,Manhattan,Midtown,40.757329999999996,-73.96576999999999,Entire home/apt,150,1,136,2019-06-21,3.71,1,248
16247,13098701,NYCHaven4:Entire house minutes from JFK and Casino,47351539,Jason,Queens,South Ozone Park,40.67321,-73.79247,Entire home/apt,195,1,239,2019-06-21,6.31,4,256
16251,13099447,Great ZEN & Peaceful one bedroom in Time Square!,72765906,Carla,Manhattan,Hell's Kitchen,40.76212,-73.9882,Entire home/apt,170,4,112,2019-07-01,2.97,1,262
16257,13100726,NYC living to it's fullest... in a good way!,16884931,Whitney,Manhattan,East Harlem,40.80637,-73.93722,Entire home/apt,140,1,28,2019-04-24,0.74,1,170
16260,13101855,Garden level studio w/backyard,45197707,Claudine,Brooklyn,Flatlands,40.61529,-73.92567,Entire home/apt,90,2,125,2019-07-07,3.3,1,302
16264,13107627,Private Bedroom w/ Private Bath/Mini Fridge,72542338,Mychelle,Brooklyn,Manhattan Beach,40.58078,-73.95356,Private room,125,2,21,2019-06-12,0.56,1,311
16278,13112601,Beautiful light and lots of space,13769025,Alberto,Brooklyn,Bedford-Stuyvesant,40.69563,-73.95149,Private room,43,1,0,,,1,220
16280,13112895,Penthouse Exclusive Garden Top Apartment,7573341,Robert,Brooklyn,Sunset Park,40.63885,-74.01959000000001,Entire home/apt,225,2,130,2019-06-28,3.48,2,306
16282,13113202,Private room with detached private bathroom,69427329,Michelle & Eddie,Queens,Elmhurst,40.738490000000006,-73.87606,Private room,49,1,65,2019-07-01,1.7,6,355
16285,13113906,Park Slope room steps from Subway&Prospect Park,72923241,Jean-Guy,Brooklyn,Park Slope,40.67073,-73.98719,Private room,109,3,68,2019-06-10,1.97,1,213
16309,13125243,Home away from home,46087238,Michion,Queens,Jamaica,40.68723,-73.78791,Private room,40,1,14,2018-10-11,0.42,2,335
16310,13125552,Beautiful Bushwick Bungalow,20109188,Neanna,Brooklyn,Williamsburg,40.70413,-73.93205,Entire home/apt,175,2,102,2019-06-25,2.68,1,284
16314,13127711,Elegantly designed 1bd room apt,71619228,Makeeba,Manhattan,Harlem,40.805009999999996,-73.94249,Entire home/apt,200,7,0,,,1,178
16335,13137538,Private Room minutes to/from Manhattan,206337,Anna,Queens,Sunnyside,40.7459,-73.92441,Private room,71,3,40,2019-05-21,1.06,1,286
16337,13139462,Lefferts garden gem,71853402,Lorraine,Brooklyn,East Flatbush,40.64302,-73.95022,Private room,100,1,30,2019-07-01,0.8,2,342
16340,13140220,RARE UES APT W/PRIV STREET ENTRANCE,35384978,Hans,Manhattan,Upper East Side,40.775040000000004,-73.94945,Entire home/apt,138,1,95,2019-06-07,2.54,2,215
16343,13142258,"Great 1 BR, 17 minutes to Times Square!",65652567,Wayne,Queens,Woodside,40.74377,-73.9024,Entire home/apt,125,2,156,2019-06-25,4.13,1,263
16346,13149690,Private Cozy Bedroom - Central Park North,72008788,Chris,Manhattan,Harlem,40.79952,-73.95248000000001,Private room,75,3,107,2019-06-13,2.86,1,279
16351,13152955,Peaceful West Village 1 Bedroom Apt,962936,Daniel,Manhattan,Greenwich Village,40.72953,-74.00148,Entire home/apt,600,5,24,2019-06-01,0.63,1,336
16352,13153265,"Private Garden Apt in Park Slope, Brooklyn, NYC",41084247,Dena,Brooklyn,Park Slope,40.67001,-73.98347,Entire home/apt,175,4,31,2019-05-31,0.86,1,254
16353,13153395,"Best Value 1,000SF 2BR Classic Brownstone",73400193,Spencer,Brooklyn,Crown Heights,40.67293,-73.95519,Entire home/apt,150,2,141,2019-07-06,3.79,1,299
16354,13153768,Bright Room w/ a Brilliant Manhattan View,4218058,Jessica,Brooklyn,Fort Greene,40.686409999999995,-73.97085,Private room,76,3,23,2017-11-14,0.62,2,177
16356,13153886,Feel at Home,73406935,Nicky,Brooklyn,Bedford-Stuyvesant,40.68145,-73.94208,Entire home/apt,170,3,72,2019-06-23,2.0,1,255
16364,13156842,Cozy Private Room #2 Two Beds Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69546,-73.85061999999999,Private room,38,1,170,2019-06-06,4.49,4,192
16369,13157147,Spacious 1 BR Apartment w/ private backyard,2708284,Agustina,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94553,Private room,75,6,37,2019-06-17,1.53,1,329
16378,13164658,Classic NYC Loft in the heart of Tribeca,10578546,Kara,Manhattan,Tribeca,40.71549,-74.00804000000001,Entire home/apt,325,3,6,2018-07-04,0.18,1,333
16381,13165301,Three bedroom house in Forest Hills NY,68848703,Rupi,Queens,Forest Hills,40.719390000000004,-73.85127,Entire home/apt,509,3,7,2018-09-13,0.2,2,264
16386,13167453,Crash Pad Close to LGA/JFK/Manhattan,21216008,Jose,Queens,Jackson Heights,40.74989,-73.87829,Shared room,35,1,120,2019-06-21,3.18,4,340
16396,13170159,Brooklyn Brand New Studio,62535444,Alex,Brooklyn,Manhattan Beach,40.57867,-73.95227,Entire home/apt,99,1,41,2019-07-04,1.1,2,363
16410,13175743,cozy apartment with a room to rent family oriented,73663228,Rosa,Manhattan,Washington Heights,40.85735,-73.9298,Private room,70,1,37,2019-06-08,1.1,1,291
16417,13183816,Charming Bushwick Brownstone.,73737053,Elicia,Brooklyn,Bushwick,40.69068,-73.91418,Private room,70,1,111,2019-06-10,3.06,3,364
16419,13184355,Spacious bushwick brownstone,73737053,Elicia,Brooklyn,Bushwick,40.69239,-73.91416,Private room,85,1,44,2019-06-23,1.26,3,365
16423,13186395,Relaxing bushwick  brownstone,73737053,Elicia,Brooklyn,Bushwick,40.69239,-73.91443000000001,Private room,75,1,117,2019-06-16,3.24,3,363
16437,13192097,Fab Studio Apt Nr Barclays Centre Off Road Parking,6281031,Lucy,Brooklyn,Prospect Heights,40.680659999999996,-73.96696,Entire home/apt,136,2,169,2019-06-24,4.48,1,279
16443,13193534,Private bedroom in Manhattan NYC,73864266,Roxane,Manhattan,Inwood,40.859809999999996,-73.92835,Private room,40,3,78,2019-06-26,2.87,1,260
16454,13206869,Brownstone Family Friendly with Yard,19169325,Casey,Brooklyn,Bedford-Stuyvesant,40.68393,-73.92303000000001,Entire home/apt,200,4,0,,,1,310
16462,13208685,Darling Midtown Getaway byTimes Sq.,1362083,Jennifer,Manhattan,Hell's Kitchen,40.76376,-73.98789000000001,Private room,131,4,33,2019-01-03,0.88,1,180
16464,13209317,Cozy Room in Suburban Home,74044417,Bridget,Queens,Rosedale,40.659729999999996,-73.74098000000001,Private room,160,1,1,2018-10-07,0.11,1,365
16471,13213869,Beautiful one bedroom home in Washington Heights,38284609,Emily,Manhattan,Washington Heights,40.8449,-73.94034,Private room,85,3,10,2019-01-01,0.3,1,362
16474,13215920,Beautiful Private room!,69977115,Jacob,Brooklyn,Bensonhurst,40.61608,-73.99056,Private room,79,2,0,,,4,179
16477,13216357,"Cozy, clean, Harlem studio",14052889,Mary,Manhattan,Harlem,40.82779,-73.94065,Entire home/apt,105,7,32,2019-05-08,0.91,1,290
16480,13217609,"Bright Guest Room with Balcony, Harlem",1514100,Wasim,Manhattan,Harlem,40.809909999999995,-73.94596999999999,Private room,149,3,16,2019-06-28,0.59,1,333
16490,13222140,"Private appartment,minutes from NY citi. Fantastic loc ation, walking distance to manhattan ferry.",15523,Vadim,Staten Island,Tompkinsville,40.63342,-74.08249,Private room,72,2,25,2018-09-03,0.66,2,237
16491,13222669,"Charming Garden Studio in Sunnyside, NY",5955262,Leticia,Queens,Long Island City,40.73487,-73.92145,Entire home/apt,95,5,46,2019-06-24,1.23,1,244
16504,13232690,Room & Breakfast -  Room 3,35322092,Rhemy,Brooklyn,Bedford-Stuyvesant,40.68582,-73.92926,Private room,49,1,77,2019-07-07,2.44,3,239
16516,13236148,Garden level apartment in Bed-Stuy,33402262,Jordan,Brooklyn,Bedford-Stuyvesant,40.68378,-73.94118,Entire home/apt,155,2,94,2019-06-08,2.5,1,218
16518,13237057,City room 2 min walk from train (4),74179880,Silvia,Brooklyn,East New York,40.67323,-73.8892,Private room,39,3,71,2019-06-10,1.9,8,329
16522,13238321,Home away from home,40976536,Jeff,Manhattan,Harlem,40.82963,-73.9495,Private room,69,1,34,2019-07-05,0.91,1,180
16529,13244254,Luxury Studio in Harlem,10110888,Vlad,Manhattan,Harlem,40.80822,-73.95273,Entire home/apt,170,3,34,2019-06-30,1.0,1,198
16543,13249656,renovated one bedroom in our beautiful townhouse,1996771,Arturo,Brooklyn,Bedford-Stuyvesant,40.68063,-73.95015,Entire home/apt,140,3,122,2019-06-25,3.26,1,275
16545,13250484,Beautiful 2000 sq. ft. loft in Hells Kitchen NYC,10196579,James,Manhattan,Hell's Kitchen,40.75647,-73.99848,Entire home/apt,2000,1,4,2017-01-06,0.11,1,362
16547,13252064,1st Time/Solo Guests: Charming NYC Apt. Share!!!,41044972,Sue,Manhattan,Chelsea,40.74487,-74.00277,Shared room,75,2,9,2019-06-24,0.26,1,231
16550,13254864,2 Bed 1 Bedroom Flex Apartment - Greenwich Village,74573695,Ozge,Manhattan,Greenwich Village,40.72838,-73.99899,Entire home/apt,200,7,38,2019-06-30,1.03,1,205
16552,13256651,Large Comfy Couch in South Prospect Park,56142507,Marie,Brooklyn,Flatbush,40.64542,-73.96484,Shared room,46,1,22,2019-05-17,0.58,1,365
16560,13262386,Charming 3 bedroom in Brooklyn!!,7195638,Dawn,Brooklyn,Bedford-Stuyvesant,40.685,-73.92022,Private room,73,3,5,2016-10-08,0.14,1,359
16563,13264690,Beautiful and Comfy Private Room,38815234,Viviana,Manhattan,Harlem,40.82605,-73.94219,Private room,55,3,60,2019-06-21,1.68,2,246
16576,13276227,KINGLY MANHATTAN  RED ROOM WITH GYM AND AMENITIES,71176668,David,Manhattan,Harlem,40.81627,-73.93512,Private room,110,2,9,2019-05-04,0.26,4,280
16607,13294137,"Quiet, Secure, Clean and very Private Apartment",75030399,Hardy,Bronx,Williamsbridge,40.87938,-73.86349,Entire home/apt,500,2,19,2018-11-05,0.56,1,345
16612,13295331,Pretty&Brand-New room Close to Everything You Want,33064599,Yukee,Manhattan,Upper West Side,40.8002,-73.96727,Private room,299,1,3,2016-12-31,0.08,6,345
16626,13306081,Elgant double bed room in Brooklyn.,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6413,-73.90303,Private room,500,2,1,2016-06-23,0.03,3,179
16627,13306156,Large deluxe queen size bedroom,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6418,-73.90245,Private room,600,2,0,,,3,362
16628,13306254,A beautiful Park slope apartment,9603086,Leza,Brooklyn,Gowanus,40.6664,-73.99305,Entire home/apt,300,1,0,,,1,311
16638,13310836,Between Northern Blvd. and Main Street.,75216989,Wenqin,Queens,Flushing,40.7662,-73.82854,Private room,35,1,67,2019-06-01,1.78,4,339
16674,13333542,Beautifully Designed Island Style Garden Suite,75478154,Malene,Brooklyn,Bedford-Stuyvesant,40.682520000000004,-73.93863,Entire home/apt,229,4,92,2019-06-15,2.54,1,236
16675,13333699,Artist Charming Modern Ft Greene Park 2 floor apt,3115626,Darcy And Ross,Brooklyn,Fort Greene,40.69056,-73.97752,Entire home/apt,175,2,132,2019-07-06,3.54,1,298
16682,13341955,MODERN & CONTEMPORARY STUDIO,75577166,Diana,Queens,Jackson Heights,40.75274,-73.87777,Entire home/apt,125,3,86,2019-07-02,2.39,1,271
16691,13348000,"Home*Sweet*Home
Quiet neighborhood",69546772,Dave And Shaceline,Bronx,Throgs Neck,40.83166,-73.81747,Entire home/apt,89,1,192,2019-06-26,5.15,1,303
16692,13355002,Newly renovated apt w/parking space,75730551,Jeffrey,Brooklyn,Canarsie,40.636720000000004,-73.91154,Entire home/apt,120,2,193,2019-07-08,5.14,1,254
16709,13361613,Bright Architectural Oasis w/Chef’s Kitchen #10305,8961407,Jamie,Manhattan,Harlem,40.8053,-73.94704,Entire home/apt,375,3,50,2019-05-27,1.5,3,351
16712,13369841,Charming LES Backyard w/ brick exposed large  Bdrm,15318852,Patrick,Manhattan,Lower East Side,40.71775,-73.98612,Private room,99,2,22,2017-06-18,0.59,1,365
16717,13371699,Beautiful Spacious Apartment near Prospect Park,2455767,Althea,Brooklyn,Windsor Terrace,40.65867,-73.97971,Entire home/apt,145,2,78,2019-06-29,2.18,1,314
16721,13373898,Sunny Designer Gem for Families & Couples! #10304,8961407,Jamie,Manhattan,Harlem,40.8057,-73.94689,Entire home/apt,350,3,46,2019-06-30,1.3,3,297
16740,13378820,Sunlit 3BR Urban Retreat & Parking near City &JFK,10859834,Brian,Brooklyn,East New York,40.66405,-73.85676,Entire home/apt,150,2,179,2019-07-02,5.13,1,300
16754,13388649,Spacious Private Home - 20m to Manhattan,1544804,Michelle,Queens,Astoria,40.76406,-73.90769,Entire home/apt,99,1,185,2019-06-19,5.28,1,211
16771,13394748,Cozy Spacious Double Bed #2A Near JFK & J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69628,-73.85255,Private room,45,1,141,2019-07-03,3.77,4,287
16785,13398348,Your Own Apartment corner of Bedford and Grand!,1570170,Kristina,Brooklyn,Williamsburg,40.7157,-73.95983000000001,Entire home/apt,125,3,97,2019-06-24,2.65,2,216
16792,13406622,CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!,1501090,Betsy,Manhattan,Chelsea,40.743390000000005,-73.99642,Entire home/apt,450,2,139,2019-06-20,3.73,1,221
16795,13407354,COZY 1BR IN MIDTOWN EAST!,6455254,Alex,Manhattan,Midtown,40.75352,-73.96807,Entire home/apt,139,2,102,2019-06-23,2.74,1,235
16797,13407615,Lovely Apt. in Heart of Brooklyn,20754497,Robert,Brooklyn,Crown Heights,40.66703,-73.94054,Private room,65,1,101,2019-05-28,2.7,1,309
16798,13408222,Remsen Village Rental II,27277459,Dawn,Brooklyn,East Flatbush,40.65466,-73.9218,Entire home/apt,115,4,89,2019-06-22,2.44,2,282
16803,13410813,1 br apartment(3’ to train)+access to coworking,43375242,Gabriela,Queens,Long Island City,40.7537,-73.93186,Entire home/apt,120,3,40,2019-06-30,1.45,2,365
16814,13415535,Large 1BR in Chelsea. Subw on block,3248595,Kai,Manhattan,Chelsea,40.74653,-73.99632,Entire home/apt,165,1,31,2017-10-28,0.9,1,358
16821,13417080,"Private Room, 2 beds, bath, Union Square location",44350279,Jp,Manhattan,Gramercy,40.73578,-73.98706,Private room,100,2,79,2019-06-05,2.12,4,243
16823,13417410,Zions Destiny Home away from Home !,76453466,Devon,Brooklyn,East Flatbush,40.66167,-73.92854,Entire home/apt,45,1,112,2019-06-10,2.99,1,244
16825,13418942,A Touch of Modern in Cultural NYC,76477851,Andre,Manhattan,Harlem,40.83048,-73.95009,Private room,250,1,2,2019-06-23,0.05,1,358
16835,13427412,Stunning 1 Bedroom Apartment. 8 minutes to Ferry,3156684,Michael And Sandra,Staten Island,Tompkinsville,40.63163,-74.09297,Entire home/apt,85,2,110,2019-06-27,2.97,1,248
16860,13433027,Holistic Health Stay New York,69632344,Sister Shai,Queens,South Ozone Park,40.67866,-73.8068,Entire home/apt,100,5,44,2019-05-19,1.22,1,350
16864,13434959,1 Bd  10 mins to Manhattan  Steps to Prospect Park,2559697,Steven,Brooklyn,Prospect-Lefferts Gardens,40.660579999999996,-73.96132,Entire home/apt,40,2,25,2019-06-16,0.7,1,223
16869,13436258,One Bedroom Apartment  in TownHouse,5944946,Nicole,Bronx,Concourse,40.81949,-73.92913,Entire home/apt,99,1,103,2019-06-18,2.87,1,264
16894,13451786,Large comfy bright bedroom near sub,64748382,Marta,Brooklyn,Bedford-Stuyvesant,40.690909999999995,-73.95435,Private room,70,3,61,2019-06-29,1.63,1,190
16899,13453023,"King Bed, Super Host, Near Central/Riverside Parks",17848380,Yi Qun,Manhattan,Upper West Side,40.79875,-73.97128000000001,Private room,120,1,19,2019-05-10,0.57,3,360
16900,13453271,"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV.",17848380,Yi Qun,Manhattan,Upper West Side,40.796690000000005,-73.97126,Private room,120,1,12,2019-05-19,0.35,3,338
16902,13459691,Private Bedroom in Williamsburg!,8569221,Andi,Brooklyn,Williamsburg,40.71696,-73.95727,Private room,90,5,87,2019-03-24,2.43,2,305
16918,13466842,"3bd apt w/yard in Astoria, 10 mins from Manhattan.",77011788,Dayne,Queens,Long Island City,40.759029999999996,-73.92943000000001,Entire home/apt,255,2,111,2019-07-06,3.18,1,268
16922,13468421,PERFECT PRIVATE ROOM NYC,31376201,William,Queens,Kew Gardens,40.70789,-73.83333,Private room,150,1,0,,,3,364
16925,13474455,Blueberries & Cream - Cozy 1 Bedroom Apt. #2,57186170,Deirdre,Brooklyn,Bedford-Stuyvesant,40.68401,-73.9457,Entire home/apt,99,2,100,2019-06-16,3.27,3,308
16933,13478244,Art-filled bright spacious 1 bedrm W'burg + deck,14942276,Susan,Brooklyn,Williamsburg,40.71983,-73.95675,Entire home/apt,195,2,145,2019-06-25,4.03,2,230
16964,13493546,"Grand private apt with deck, one block to subway",10395888,Anne,Brooklyn,East Flatbush,40.65005,-73.94776,Entire home/apt,119,1,24,2019-05-28,1.04,1,313
16968,13494532,"*Cozy apt Manhattan,Near Central Park !*",77355562,Anna,Manhattan,Upper East Side,40.77081,-73.95215999999999,Private room,90,1,65,2019-06-30,1.76,1,338
16975,13495558,Bright apartment in Soho with roof access,7539044,Vinciane,Manhattan,SoHo,40.72795,-74.00454,Entire home/apt,360,2,22,2019-05-25,0.66,2,333
16980,13496318,Amazing Park Slope Duplex plus Finished Basement.,16288928,Julie,Brooklyn,Park Slope,40.67885,-73.97929,Entire home/apt,450,7,14,2019-06-08,0.64,2,360
16987,13503251,Cozy room near la Guardia airport.,9055702,Sarah,Queens,Woodside,40.744279999999996,-73.90898,Private room,65,1,18,2018-05-12,1.11,1,278
16989,13503970,"Large, sunny, airy, spacious bdrm.",6776157,Giovanna,Brooklyn,Prospect Heights,40.678470000000004,-73.96661999999999,Private room,100,1,11,2019-05-27,0.3,2,365
16993,13507377,"Sunny Apartment in Park Slope, Brooklyn",32706119,Shanee,Brooklyn,South Slope,40.66769,-73.98886,Entire home/apt,190,3,39,2019-06-25,1.07,2,226
17011,13514115,Bushwick Artist Loft - Zen Tree House Room,3886532,Tom & Lily,Brooklyn,Bushwick,40.70859,-73.9221,Private room,65,2,101,2019-06-22,2.83,3,300
